Event_id,Category,Location,Qualifications,Age
E462,IT,"Maluku, Banda Neira","Customer service, Web development, Data analysis",18-24
E463,IT,Indonesia,"Web development, Computer programming",21-27
E464,IT,Bandung,"Data analysis, Web development",15-35
E465,IT,Jawa Barat,"Visual communication, Graphic design",15-35
E466,IT,Jawa Barat,"Database management, Web development, Data analysis",21-27
E467,IT,Bali,"Database management, Computer literacy, Computer literacy",16-38
E468,IT,Tangerang,"Customer service, Lab assistance",>17
E469,IT,Jakarta,"Web development, Computer literacy, Computer literacy",16-38
E470,IT,"Maluku, Banda Neira","Database management, Lab assistance, Data analysis",18-24
E471,IT,Indonesia,"Data management, Photography",All
E472,IT,Indonesia,Customer service,All
E473,IT,Indonesia,"Data management, Computer literacy, Photography",16-38
E474,IT,Jawa Barat,"Database management, Data analysis",18-24
E475,IT,Jawa Barat,Graphic design,All
E476,IT,Jakarta,"Computer literacy, Computer programming",>20
E477,IT,Yogyakarta,"Visual communication, Graphic design, Computer literacy",>17
E478,IT,Yogyakarta,"Visual communication, Graphic design, Creative design",15-35
E479,IT,Yogyakarta,"Lab technician, Computer programming",17-30
E480,IT,Yogyakarta,"Data analysis, Computer literacy, Computer literacy",15-35
E481,IT,Jawa Barat,"Graphic design, Computer literacy, Computer literacy",21-27
E482,IT,Jakarta,"Data management, Computer literacy",>20
E483,IT,"Maluku, Banda Neira","Lab technician, Lab assistance, Data analysis",18-24
E484,IT,Jakarta,"Web development, Photography",21-27
E485,IT,Bandung,"Computer literacy, Administrative tasks",>20
E486,IT,Tangerang,"Graphic design, Administrative tasks",21-27
E487,IT,Bandung,"Graphic design, Web development",All
E488,IT,Bali,"Data analysis, Computer literacy",>20
E489,IT,Bali,"Data analysis, Computer programming, Computer literacy",16-38
E490,IT,Yogyakarta,"Customer service, Web development, Creative design",18-24
E491,IT,Tangerang,"Data analysis, Web development",21-27
E492,IT,"Maluku, Banda Neira","Database management, Web development, Photography",15-35
E493,IT,Jawa Barat,"Computer literacy, Computer programming, Photography",18-24
E494,IT,Bandung,Data analysis,>17
E495,IT,Yogyakarta,"Graphic design, Web development",>17
E496,IT,Bali,"Data analysis, Computer literacy",16-38
E497,IT,Yogyakarta,"Data management, Computer literacy",16-38
E498,IT,Jakarta,"Database management, Computer programming, Web development",18-24
E499,IT,Tangerang,"Data management, Computer literacy",All
E500,IT,Jawa Barat,"Data management, Web development, Data analysis",All
E501,IT,Bandung,"Graphic design, Computer literacy, Web development",21-27
E502,IT,"Maluku, Banda Neira",Database management,>20
E503,IT,Tangerang,"Lab technician, Web development, Data analysis",21-27
E504,IT,Yogyakarta,"Database management, Emergency response, Data analysis",18-24
E505,IT,Tangerang,"Visual communication, Web development",All
E506,IT,Jawa Barat,"Customer service, Lab assistance",21-27
E507,IT,Bandung,"Graphic design, Computer programming, Data analysis",21-27
E508,IT,Tangerang,"Database management, Web development, Photography",18-24
E509,IT,Indonesia,"Web development, Lab assistance",17-30
E510,IT,Jakarta,"Data analysis, Computer literacy, Web development",>20
E511,IT,Bandung,"Data analysis, Data analysis",>20
E512,IT,Yogyakarta,"Customer service, Creative design",>20
E513,IT,Jakarta,"Computer literacy, Web development",>20
E514,IT,Tangerang,"Database management, Emergency response, Computer literacy",18-24
E515,IT,Tangerang,"Data management, Administrative tasks",15-35
E516,IT,Bali,"Data management, Computer literacy",21-27
E517,IT,Yogyakarta,"Data analysis, Graphic design, Administrative tasks",18-24
E518,IT,Yogyakarta,"Database management, Web development, Data analysis",18-24
E519,IT,Indonesia,"Data analysis, Computer programming, Computer literacy",17-30
E520,IT,Yogyakarta,"Database management, Emergency response, Creative design",18-24
E521,IT,Yogyakarta,"Visual communication, Graphic design, Photography",15-35
E522,IT,Indonesia,"Web development, Computer programming",17-30
E523,IT,Tangerang,Web development,21-27
E524,IT,"Maluku, Banda Neira","Database management, Lab assistance, Data analysis",18-24
E525,IT,Bandung,"Web development, Photography",15-35
E526,IT,"Maluku, Banda Neira","Graphic design, Computer literacy",16-38
E527,IT,"Maluku, Banda Neira","Customer service, Computer programming, Data analysis",18-24
E528,IT,Bandung,"Graphic design, Photography",All
E529,IT,Bandung,"Data management, Photography",>17
E530,IT,Yogyakarta,"Data management, Computer literacy",All
E531,IT,Yogyakarta,"Data management, Web development",15-35
E532,IT,Indonesia,"Computer literacy, Computer programming",16-38
E533,IT,Yogyakarta,"Computer literacy, Photography",All
E534,IT,Yogyakarta,"Graphic design, Emergency response, Administrative tasks",18-24
E535,IT,Jakarta,"Data management, Web development",>17
E536,IT,Tangerang,"Lab technician, Lab assistance",18-24
E537,IT,Indonesia,"Lab technician, Computer programming",>20
E538,IT,Bandung,"Web development, Computer programming",15-35
E539,IT,Bandung,Data management,21-27
E540,IT,Indonesia,"Lab technician, Computer programming",21-27
E541,IT,Yogyakarta,"Computer literacy, Computer literacy, Computer literacy",16-38
E542,IT,Tangerang,"Data analysis, Computer programming",18-24
E543,IT,Yogyakarta,"Visual communication, Graphic design",18-24
E544,IT,Bandung,"Visual communication, Web development",>17
E545,IT,Tangerang,"Lab technician, Web development, Creative design",18-24
E546,IT,Tangerang,"Computer literacy, Emergency response, Photography",All
E547,IT,Jawa Barat,"Database management, Computer programming, Administrative tasks",18-24
E548,IT,Yogyakarta,"Graphic design, Web development, Data analysis",18-24
E549,IT,Yogyakarta,"Customer service, Emergency response, Data analysis",18-24
E550,IT,Jawa Barat,"Data management, Graphic design",17-30
E551,IT,Indonesia,"Database management, Computer programming, Data analysis",18-24
E552,IT,"Maluku, Banda Neira","Database management, Web development, Data analysis",18-24
E553,IT,Yogyakarta,"Graphic design, Administrative tasks",18-24
E554,IT,Tangerang,"Lab technician, Lab assistance",18-24
E555,IT,"Maluku, Banda Neira","Database management, Web development, Data analysis",18-24
E556,IT,Yogyakarta,"Lab technician, Computer programming",16-38
E557,IT,Yogyakarta,"Data management, Lab assistance",>17
E558,IT,Bali,"Lab technician, Computer programming, Computer literacy",>20
E559,IT,Tangerang,Web development,21-27
E560,IT,"Maluku, Banda Neira","Database management, Web development",>20
E561,IT,Indonesia,Computer literacy,>17
E562,IT,Yogyakarta,"Customer service, Administrative tasks",18-24
E563,IT,Bandung,"Web development, Graphic design, Web development",15-35
E564,IT,Tangerang,"Visual communication, Photography",All
E565,IT,"Maluku, Banda Neira","Database management, Computer literacy, Data analysis",All
E566,IT,Jakarta,"Customer service, Lab assistance, Data analysis",16-38
E567,IT,Yogyakarta,"Lab technician, Creative design",16-38
E568,IT,Yogyakarta,"Visual communication, Computer literacy, Computer literacy",All
E569,IT,Indonesia,"Graphic design, Computer programming",16-38
E570,IT,Jakarta,"Visual communication, Graphic design, Web development",15-35
E571,IT,Yogyakarta,"Visual communication, Emergency response, Administrative tasks",15-35
E572,IT,Yogyakarta,"Data analysis, Web development, Data analysis",18-24
E573,IT,Bali,"Data analysis, Computer programming",All
E574,IT,Jawa Barat,"Database management, Computer literacy",All
E575,IT,Bandung,"Web development, Lab assistance",17-30
E576,IT,Jakarta,"Web development, Computer programming",21-27
E577,IT,Yogyakarta,"Computer literacy, Graphic design, Computer literacy",>20
E578,IT,Jawa Barat,"Database management, Web development, Administrative tasks",15-35
E579,IT,Jawa Barat,Lab technician,>20
E580,IT,Tangerang,"Lab technician, Lab assistance, Computer literacy",>17
E581,IT,"Maluku, Banda Neira","Web development, Emergency response, Data analysis",18-24
E582,IT,Indonesia,"Graphic design, Lab assistance, Web development",17-30
E583,IT,Indonesia,"Lab technician, Emergency response",21-27
E584,IT,Bali,"Data analysis, Computer literacy, Computer literacy",16-38
E585,IT,Jawa Barat,"Customer service, Computer literacy",All
E586,IT,Bandung,"Graphic design, Graphic design",15-35
E587,IT,Jawa Barat,"Computer literacy, Graphic design, Photography",15-35
E588,IT,Bandung,"Graphic design, Emergency response",>17
E589,IT,"Maluku, Banda Neira","Lab technician, Web development, Data analysis",18-24
E590,IT,"Maluku, Banda Neira","Visual communication, Emergency response",18-24
E591,IT,Bandung,"Graphic design, Computer programming, Creative design",21-27
E592,IT,Yogyakarta,"Customer service, Emergency response, Administrative tasks",>20
E593,IT,"Maluku, Banda Neira","Lab technician, Emergency response, Computer literacy",16-38
E594,IT,Jawa Barat,Graphic design,>20
E595,IT,Indonesia,"Web development, Computer programming, Administrative tasks",17-30
E596,IT,Tangerang,Graphic design,>17
E597,IT,Jawa Barat,"Graphic design, Computer literacy",>17
E598,IT,Jawa Barat,"Graphic design, Web development, Web development",>20
E599,IT,Yogyakarta,"Customer service, Emergency response, Creative design",18-24
E600,IT,Jakarta,"Data analysis, Computer literacy, Photography",18-24
E601,IT,Bandung,"Database management, Web development, Data analysis",18-24
E602,IT,Bandung,"Graphic design, Web development",>17
E603,IT,Tangerang,"Lab technician, Graphic design, Creative design",15-35
E604,IT,Jawa Barat,"Data management, Computer programming, Web development",>17
E605,IT,Bandung,"Lab technician, Lab assistance",17-30
E606,IT,"Maluku, Banda Neira","Database management, Computer literacy, Data analysis",18-24
E607,IT,Tangerang,Lab technician,>20
E608,IT,Bali,"Database management, Computer literacy",21-27
E609,IT,Tangerang,"Data management, Photography",16-38
E610,IT,Tangerang,"Web development, Computer programming",21-27
E611,IT,Bali,"Web development, Computer literacy, Computer literacy",>20
E612,IT,Bali,"Data analysis, Computer literacy, Computer literacy",16-38
E613,IT,Jawa Barat,Lab technician,>20
E614,IT,Jawa Barat,"Lab technician, Creative design",All
E615,IT,Jawa Barat,"Data management, Photography",17-30
E616,IT,Jakarta,"Data analysis, Computer programming, Computer literacy",15-35
E617,IT,Yogyakarta,"Web development, Emergency response",21-27
E618,IT,Yogyakarta,"Data analysis, Administrative tasks",18-24
E619,IT,Bandung,"Lab technician, Computer literacy, Web development",21-27
E620,IT,"Maluku, Banda Neira","Database management, Web development, Computer literacy",16-38
E621,IT,Yogyakarta,"Data analysis, Computer literacy, Photography",17-30
E622,IT,"Maluku, Banda Neira","Visual communication, Web development, Data analysis",>17
E623,IT,Yogyakarta,"Visual communication, Emergency response",18-24
E624,IT,Yogyakarta,"Visual communication, Computer programming",All
E625,IT,Yogyakarta,"Visual communication, Creative design",18-24
E626,IT,Jakarta,Computer literacy,All
E627,IT,Yogyakarta,"Database management, Emergency response, Photography",18-24
E628,IT,Bandung,"Graphic design, Web development",>17
E629,IT,"Maluku, Banda Neira","Database management, Web development, Data analysis",18-24
E630,IT,Jawa Barat,"Graphic design, Web development",>17
E631,IT,Tangerang,"Computer literacy, Emergency response",21-27
E632,IT,Tangerang,"Customer service, Web development, Data analysis",18-24
E633,IT,Jakarta,Lab technician,16-38
E634,IT,"Maluku, Banda Neira","Data management, Web development, Administrative tasks",18-24
E635,IT,Bali,"Computer literacy, Computer literacy",16-38
E636,IT,Yogyakarta,"Visual communication, Graphic design, Creative design",18-24
E637,IT,"Maluku, Banda Neira","Visual communication, Creative design",All
E638,IT,Bali,"Data analysis, Computer literacy, Administrative tasks",16-38
E639,IT,Yogyakarta,"Graphic design, Web development, Administrative tasks",18-24
E640,IT,Bandung,"Graphic design, Web development",17-30
